stage_id,decision_id,stage_sequence,stage_name,stage_timestamp,stage_status,metric_label,metric_value,payload_summary
STG-DEC-00207-03,DEC-00207,3,DIAGNOSE,2026-08-27 03:00:17,COMPLETED,Causal Attribution,Morning Peak Arrival Surge,Bottleneck identified at PS27
STG-DEC-00207-04,DEC-00207,4,OPTIMIZE,2026-08-27 03:00:23,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -4m recovery
STG-DEC-00207-05,DEC-00207,5,DECIDE,2026-08-27 03:00:29,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00207-06,DEC-00207,6,EXECUTE,2026-08-27 03:00:31,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00207-07,DEC-00207,7,VERIFY,2026-08-27 03:45:29,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00207-08,DEC-00207,8,LOG,2026-08-27 03:45:36,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00208-01,DEC-00208,1,SIGNAL,2026-08-27 06:59:53,COMPLETED,Trigger Received,Demand surge at PS10,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00208-02,DEC-00208,2,PREDICT,2026-08-27 07:00:02,COMPLETED,Predicted Dwell Blowout,82m turnaround (+17m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00208-03,DEC-00208,3,DIAGNOSE,2026-08-27 07:00:08,COMPLETED,Causal Attribution,Clustered Transporter Arrivals,Bottleneck identified at PS10
STG-DEC-00208-04,DEC-00208,4,OPTIMIZE,2026-08-27 07:00:14,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -12m recovery
STG-DEC-00208-05,DEC-00208,5,DECIDE,2026-08-27 07:00:20,COMPLETED,L1_ADVISORY Policy Check,Status: ADVISORY_POSTED,Autonomy rule evaluation completed
STG-DEC-00208-06,DEC-00208,6,EXECUTE,2026-08-27 07:00:22,SKIPPED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00208-07,DEC-00208,7,VERIFY,2026-08-27 07:45:20,SKIPPED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00208-08,DEC-00208,8,LOG,2026-08-27 07:45:27,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00209-01,DEC-00209,1,SIGNAL,2026-08-27 11:59:59,COMPLETED,Trigger Received,Demand surge at KOT-PS1,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00209-02,DEC-00209,2,PREDICT,2026-08-27 12:00:08,COMPLETED,Predicted Dwell Blowout,107m turnaround (+35m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00209-03,DEC-00209,3,DIAGNOSE,2026-08-27 12:00:14,COMPLETED,Causal Attribution,Gantry Queue Congestion + Slow Metering,Bottleneck identified at KOT-PS1
STG-DEC-00209-04,DEC-00209,4,OPTIMIZE,2026-08-27 12:00:20,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -26m recovery
STG-DEC-00209-05,DEC-00209,5,DECIDE,2026-08-27 12:00:26,COMPLETED,L3_APPROVAL_REQUIRED Policy Check,Status: APPROVED,Autonomy rule evaluation completed
STG-DEC-00209-06,DEC-00209,6,EXECUTE,2026-08-27 12:00:28,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00209-07,DEC-00209,7,VERIFY,2026-08-27 12:45:26,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00209-08,DEC-00209,8,LOG,2026-08-27 12:45:33,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00210-01,DEC-00210,1,SIGNAL,2026-08-27 13:59:56,COMPLETED,Trigger Received,Demand surge at PS27,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00210-02,DEC-00210,2,PREDICT,2026-08-27 14:00:05,COMPLETED,Predicted Dwell Blowout,60m turnaround (+10m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00210-03,DEC-00210,3,DIAGNOSE,2026-08-27 14:00:11,COMPLETED,Causal Attribution,Flow Meter Temperature Sensor Drift,Bottleneck identified at PS27
STG-DEC-00210-04,DEC-00210,4,OPTIMIZE,2026-08-27 14:00:17,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -7m recovery
STG-DEC-00210-05,DEC-00210,5,DECIDE,2026-08-27 14:00:23,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00210-06,DEC-00210,6,EXECUTE,2026-08-27 14:00:25,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00210-07,DEC-00210,7,VERIFY,2026-08-27 14:45:23,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00210-08,DEC-00210,8,LOG,2026-08-27 14:45:30,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00211-01,DEC-00211,1,SIGNAL,2026-08-27 22:59:54,COMPLETED,Trigger Received,Demand surge at KOT-PS1,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00211-02,DEC-00211,2,PREDICT,2026-08-27 23:00:03,COMPLETED,Predicted Dwell Blowout,109m turnaround (+37m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00211-03,DEC-00211,3,DIAGNOSE,2026-08-27 23:00:09,COMPLETED,Causal Attribution,Clustered Transporter Arrivals,Bottleneck identified at KOT-PS1
STG-DEC-00211-04,DEC-00211,4,OPTIMIZE,2026-08-27 23:00:15,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -27m recovery
STG-DEC-00211-05,DEC-00211,5,DECIDE,2026-08-27 23:00:21,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00211-06,DEC-00211,6,EXECUTE,2026-08-27 23:00:23,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00211-07,DEC-00211,7,VERIFY,2026-08-27 23:45:21,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00211-08,DEC-00211,8,LOG,2026-08-27 23:45:28,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00212-01,DEC-00212,1,SIGNAL,2026-08-28 04:00:03,COMPLETED,Trigger Received,Demand surge at PS27,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00212-02,DEC-00212,2,PREDICT,2026-08-28 04:00:12,COMPLETED,Predicted Dwell Blowout,62m turnaround (+12m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00212-03,DEC-00212,3,DIAGNOSE,2026-08-28 04:00:18,COMPLETED,Causal Attribution,Gantry Queue Congestion + Slow Metering,Bottleneck identified at PS27
STG-DEC-00212-04,DEC-00212,4,OPTIMIZE,2026-08-28 04:00:24,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -9m recovery
STG-DEC-00212-05,DEC-00212,5,DECIDE,2026-08-28 04:00:30,COMPLETED,L1_ADVISORY Policy Check,Status: ADVISORY_POSTED,Autonomy rule evaluation completed
STG-DEC-00212-06,DEC-00212,6,EXECUTE,2026-08-28 04:00:32,SKIPPED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00212-07,DEC-00212,7,VERIFY,2026-08-28 04:45:30,SKIPPED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00212-08,DEC-00212,8,LOG,2026-08-28 04:45:37,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00213-01,DEC-00213,1,SIGNAL,2026-08-28 06:59:54,COMPLETED,Trigger Received,Demand surge at KOT-PS1,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00213-02,DEC-00213,2,PREDICT,2026-08-28 07:00:03,COMPLETED,Predicted Dwell Blowout,88m turnaround (+16m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00213-03,DEC-00213,3,DIAGNOSE,2026-08-28 07:00:09,COMPLETED,Causal Attribution,Loading Position Offline for Maintenance,Bottleneck identified at KOT-PS1
STG-DEC-00213-04,DEC-00213,4,OPTIMIZE,2026-08-28 07:00:15,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -12m recovery
STG-DEC-00213-05,DEC-00213,5,DECIDE,2026-08-28 07:00:21,COMPLETED,L1_ADVISORY Policy Check,Status: ADVISORY_POSTED,Autonomy rule evaluation completed
STG-DEC-00213-06,DEC-00213,6,EXECUTE,2026-08-28 07:00:23,SKIPPED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00213-07,DEC-00213,7,VERIFY,2026-08-28 07:45:21,SKIPPED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00213-08,DEC-00213,8,LOG,2026-08-28 07:45:28,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00214-01,DEC-00214,1,SIGNAL,2026-08-28 16:00:09,COMPLETED,Trigger Received,Demand surge at PS10,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00214-02,DEC-00214,2,PREDICT,2026-08-28 16:00:18,COMPLETED,Predicted Dwell Blowout,75m turnaround (+10m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00214-03,DEC-00214,3,DIAGNOSE,2026-08-28 16:00:24,COMPLETED,Causal Attribution,Clustered Transporter Arrivals,Bottleneck identified at PS10
STG-DEC-00214-04,DEC-00214,4,OPTIMIZE,2026-08-28 16:00:30,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -7m recovery
STG-DEC-00214-05,DEC-00214,5,DECIDE,2026-08-28 16:00:36,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00214-06,DEC-00214,6,EXECUTE,2026-08-28 16:00:38,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00214-07,DEC-00214,7,VERIFY,2026-08-28 16:45:36,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00214-08,DEC-00214,8,LOG,2026-08-28 16:45:43,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00215-01,DEC-00215,1,SIGNAL,2026-08-29 06:00:10,COMPLETED,Trigger Received,Demand surge at PS10,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00215-02,DEC-00215,2,PREDICT,2026-08-29 06:00:19,COMPLETED,Predicted Dwell Blowout,87m turnaround (+22m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00215-03,DEC-00215,3,DIAGNOSE,2026-08-29 06:00:25,COMPLETED,Causal Attribution,Flow Meter Temperature Sensor Drift,Bottleneck identified at PS10
STG-DEC-00215-04,DEC-00215,4,OPTIMIZE,2026-08-29 06:00:31,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -16m recovery
STG-DEC-00215-05,DEC-00215,5,DECIDE,2026-08-29 06:00:37,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00215-06,DEC-00215,6,EXECUTE,2026-08-29 06:00:39,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00215-07,DEC-00215,7,VERIFY,2026-08-29 06:45:37,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00215-08,DEC-00215,8,LOG,2026-08-29 06:45:44,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00216-01,DEC-00216,1,SIGNAL,2026-08-29 14:00:00,COMPLETED,Trigger Received,Demand surge at PS27,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00216-02,DEC-00216,2,PREDICT,2026-08-29 14:00:09,COMPLETED,Predicted Dwell Blowout,56m turnaround (+6m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00216-03,DEC-00216,3,DIAGNOSE,2026-08-29 14:00:15,COMPLETED,Causal Attribution,Morning Peak Arrival Surge,Bottleneck identified at PS27
STG-DEC-00216-04,DEC-00216,4,OPTIMIZE,2026-08-29 14:00:21,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -4m recovery
STG-DEC-00216-05,DEC-00216,5,DECIDE,2026-08-29 14:00:27,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00216-06,DEC-00216,6,EXECUTE,2026-08-29 14:00:29,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00216-07,DEC-00216,7,VERIFY,2026-08-29 14:45:27,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00216-08,DEC-00216,8,LOG,2026-08-29 14:45:34,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00217-01,DEC-00217,1,SIGNAL,2026-08-29 18:59:52,COMPLETED,Trigger Received,Demand surge at PS25,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00217-02,DEC-00217,2,PREDICT,2026-08-29 19:00:01,COMPLETED,Predicted Dwell Blowout,68m turnaround (+10m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00217-03,DEC-00217,3,DIAGNOSE,2026-08-29 19:00:07,COMPLETED,Causal Attribution,Morning Peak Arrival Surge,Bottleneck identified at PS25
STG-DEC-00217-04,DEC-00217,4,OPTIMIZE,2026-08-29 19:00:13,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -7m recovery
STG-DEC-00217-05,DEC-00217,5,DECIDE,2026-08-29 19:00:19,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00217-06,DEC-00217,6,EXECUTE,2026-08-29 19:00:21,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00217-07,DEC-00217,7,VERIFY,2026-08-29 19:45:19,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00217-08,DEC-00217,8,LOG,2026-08-29 19:45:26,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00218-01,DEC-00218,1,SIGNAL,2026-08-30 02:00:06,COMPLETED,Trigger Received,Demand surge at PS25,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00218-02,DEC-00218,2,PREDICT,2026-08-30 02:00:15,COMPLETED,Predicted Dwell Blowout,100m turnaround (+42m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00218-03,DEC-00218,3,DIAGNOSE,2026-08-30 02:00:21,COMPLETED,Causal Attribution,Loading Position Offline for Maintenance,Bottleneck identified at PS25
STG-DEC-00218-04,DEC-00218,4,OPTIMIZE,2026-08-30 02:00:27,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -31m recovery
STG-DEC-00218-05,DEC-00218,5,DECIDE,2026-08-30 02:00:33,COMPLETED,L3_APPROVAL_REQUIRED Policy Check,Status: APPROVED,Autonomy rule evaluation completed
STG-DEC-00218-06,DEC-00218,6,EXECUTE,2026-08-30 02:00:35,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00218-07,DEC-00218,7,VERIFY,2026-08-30 02:45:33,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00218-08,DEC-00218,8,LOG,2026-08-30 02:45:40,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00219-01,DEC-00219,1,SIGNAL,2026-08-30 06:59:53,COMPLETED,Trigger Received,Demand surge at PS25,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00219-02,DEC-00219,2,PREDICT,2026-08-30 07:00:02,COMPLETED,Predicted Dwell Blowout,65m turnaround (+7m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00219-03,DEC-00219,3,DIAGNOSE,2026-08-30 07:00:08,COMPLETED,Causal Attribution,Morning Peak Arrival Surge,Bottleneck identified at PS25
STG-DEC-00219-04,DEC-00219,4,OPTIMIZE,2026-08-30 07:00:14,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -5m recovery
STG-DEC-00219-05,DEC-00219,5,DECIDE,2026-08-30 07:00:20,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00219-06,DEC-00219,6,EXECUTE,2026-08-30 07:00:22,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00219-07,DEC-00219,7,VERIFY,2026-08-30 07:45:20,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00219-08,DEC-00219,8,LOG,2026-08-30 07:45:27,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00220-01,DEC-00220,1,SIGNAL,2026-08-31 09:59:54,COMPLETED,Trigger Received,Demand surge at KOT-PS1,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00220-02,DEC-00220,2,PREDICT,2026-08-31 10:00:03,COMPLETED,Predicted Dwell Blowout,89m turnaround (+17m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00220-03,DEC-00220,3,DIAGNOSE,2026-08-31 10:00:09,COMPLETED,Causal Attribution,Loading Position Offline for Maintenance,Bottleneck identified at KOT-PS1
STG-DEC-00220-04,DEC-00220,4,OPTIMIZE,2026-08-31 10:00:15,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -12m recovery
STG-DEC-00220-05,DEC-00220,5,DECIDE,2026-08-31 10:00:21,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00220-06,DEC-00220,6,EXECUTE,2026-08-31 10:00:23,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00220-07,DEC-00220,7,VERIFY,2026-08-31 10:45:21,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00220-08,DEC-00220,8,LOG,2026-08-31 10:45:28,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00221-01,DEC-00221,1,SIGNAL,2026-08-31 20:00:02,COMPLETED,Trigger Received,Demand surge at KOT-PS1,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00221-02,DEC-00221,2,PREDICT,2026-08-31 20:00:11,COMPLETED,Predicted Dwell Blowout,105m turnaround (+33m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00221-03,DEC-00221,3,DIAGNOSE,2026-08-31 20:00:17,COMPLETED,Causal Attribution,Flow Meter Temperature Sensor Drift,Bottleneck identified at KOT-PS1
STG-DEC-00221-04,DEC-00221,4,OPTIMIZE,2026-08-31 20:00:23,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -24m recovery
STG-DEC-00221-05,DEC-00221,5,DECIDE,2026-08-31 20:00:29,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00221-06,DEC-00221,6,EXECUTE,2026-08-31 20:00:31,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00221-07,DEC-00221,7,VERIFY,2026-08-31 20:45:29,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00221-08,DEC-00221,8,LOG,2026-08-31 20:45:36,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00222-01,DEC-00222,1,SIGNAL,2026-09-01 16:00:07,COMPLETED,Trigger Received,Demand surge at PS10,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00222-02,DEC-00222,2,PREDICT,2026-09-01 16:00:16,COMPLETED,Predicted Dwell Blowout,84m turnaround (+19m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00222-03,DEC-00222,3,DIAGNOSE,2026-09-01 16:00:22,COMPLETED,Causal Attribution,Morning Peak Arrival Surge,Bottleneck identified at PS10
STG-DEC-00222-04,DEC-00222,4,OPTIMIZE,2026-09-01 16:00:28,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -14m recovery
STG-DEC-00222-05,DEC-00222,5,DECIDE,2026-09-01 16:00:34,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00222-06,DEC-00222,6,EXECUTE,2026-09-01 16:00:36,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
